policy_id,customer_id,policy_type,provider,premium_amount,coverage_amount,policy_duration_years,policy_start_year,policy_end_year,policy_risk_level,policy_status,customer_income,customer_credit_score,customer_employment
POL_993500,CUST_825760,travel,Garza PLC,1492,55000,3,2023,2026,medium,active,92285,697,employed
POL_110292,CUST_707105,health,"Black, Wade and Mullins",823,78408,4,2020,2024,low,inactive,22582,603,retired
POL_957303,CUST_620473,health,Chan-Foster,2694,71280,2,2023,2025,medium,active,35455,769,self-employed
POL_150953,CUST_593531,health,Blevins Ltd,2364,72600,4,2022,2026,medium,active,85615,655,employed
POL_584977,CUST_745430,life,Navarro and Sons,1037,232320,4,2018,2022,medium,active,41873,651,retired
POL_975202,CUST_745430,auto,Mcmahon-Randolph,972,11550,4,2020,2024,medium,active,41873,651,retired
POL_357622,CUST_904625,life,Ali-Willis,1516,132000,6,2015,2021,high,active,48626,712,self-employed
POL_450778,CUST_727794,home,"Vargas, Williams and Rice",1426,165000,5,2015,2020,high,active,54968,768,retired
POL_267255,CUST_367902,home,Keller-Roberts,1459,165000,1,2022,2023,high,active,53366,639,retired
POL_432966,CUST_367902,travel,Ortega-Riley,2281,60500,4,2024,2028,low,active,53366,639,retired
POL_718595,CUST_194926,health,Fields Inc,1772,49500,6,2022,2028,medium,inactive,67407,703,employed
POL_911822,CUST_194926,travel,Johnson-Tran,1168,55000,3,2016,2019,low,active,67407,703,employed
POL_965920,CUST_704897,life,"Hobbs, Duncan and King",1268,209088,10,2021,2031,high,inactive,36402,725,retired
POL_405397,CUST_704897,travel,"Mercado, Byrd and Clark",850,49500,3,2015,2018,medium,active,36402,725,retired
POL_123311,CUST_240777,life,Fox-Smith,1090,176000,2,2018,2020,medium,active,75428,741,self-employed
POL_516850,CUST_240777,auto,Mckenzie and Sons,1438,22500,2,2015,2017,medium,active,75428,741,self-employed
POL_182731,CUST_282981,travel,"Harvey, Brown and Myers",738,45000,2,2019,2021,low,active,26683,710,retired
POL_236112,CUST_979677,life,Brown-Ball,2455,158400,1,2023,2024,low,active,50564,677,employed
POL_607969,CUST_979677,auto,"Floyd, Moreno and Chavez",1608,9450,3,2019,2022,medium,active,50564,677,employed
POL_546189,CUST_857117,auto,"Gonzalez, Meyer and Cooper",2255,11550,9,2015,2024,medium,active,51669,650,self-employed
POL_501848,CUST_653633,health,Wilkinson-Woodward,1841,72600,6,2017,2023,low,inactive,41927,705,self-employed
POL_411123,CUST_653633,life,Mckinney-Wilson,1845,145200,1,2016,2017,high,active,41927,705,self-employed
POL_846324,CUST_165119,life,Price-Frazier,3815,142560,5,2021,2026,high,active,37787,635,self-employed
POL_439333,CUST_165119,travel,"Dillon, Fischer and Lopez",1056,40500,6,2019,2025,medium,active,37787,635,self-employed
POL_938396,CUST_414058,life,Vasquez-Moses,2811,99000,2,2024,2026,low,active,107955,550,employed
POL_295839,CUST_755929,health,"Thompson, Jordan and Smith",1246,49500,5,2020,2025,low,active,48835,726,employed
POL_249381,CUST_843074,travel,"Jones, Moore and Schneider",1462,49500,9,2016,2025,low,active,65362,754,self-employed
POL_471598,CUST_509063,health,Mendoza-Gonzalez,2400,59400,10,2023,2033,low,active,39142,558,self-employed
POL_163272,CUST_509063,home,Downs Inc,2156,135000,6,2023,2029,low,active,39142,558,self-employed
POL_391731,CUST_195599,travel,Fox-Whitehead,2266,45000,2,2022,2024,low,active,59426,639,self-employed
POL_593415,CUST_795627,home,Rodriguez Inc,1316,165000,6,2021,2027,high,active,48350,737,retired
POL_872844,CUST_795627,travel,"Kramer, Graham and Adams",1649,55000,2,2017,2019,high,active,48350,737,retired
POL_746499,CUST_839999,health,Vazquez-Fitzpatrick,1694,72600,4,2022,2026,medium,active,61479,701,self-employed
POL_829605,CUST_839999,home,"Benson, Holland and Benjamin",1175,165000,5,2023,2028,high,active,61479,701,self-employed
POL_499278,CUST_399357,health,Baker-Owens,2258,88000,5,2021,2026,medium,active,88482,689,self-employed
POL_105352,CUST_399357,travel,"Bowers, Smith and Kim",1751,50000,8,2016,2024,medium,active,88482,689,self-employed
POL_260783,CUST_173980,life,Williams-Wilson,1819,169400,7,2021,2028,low,active,48254,782,self-employed
POL_871361,CUST_532621,travel,"Wolf, Moore and Weaver",1056,49500,3,2021,2024,high,active,31901,661,self-employed
POL_844980,CUST_754892,health,"Rodriguez, Zuniga and Charles",1992,72600,6,2016,2022,low,active,69542,652,employed
POL_178347,CUST_754892,home,Kirby-Rodriguez,1883,165000,10,2015,2025,high,active,69542,652,employed
POL_984102,CUST_583191,life,Solis-Smith,3336,158400,9,2022,2031,high,active,83648,671,self-employed
POL_740277,CUST_505508,health,"Dennis, Johnson and Holmes",3121,88000,1,2021,2022,low,inactive,75667,642,self-employed
POL_667262,CUST_505508,auto,Watson Group,879,10500,2,2021,2023,medium,active,75667,642,self-employed
POL_537532,CUST_484799,life,Davis-Smith,2692,174240,2,2021,2023,low,inactive,43891,707,retired
POL_186689,CUST_873667,life,Reyes-Sanchez,2616,158400,5,2020,2025,medium,active,43371,719,employed
POL_240746,CUST_873667,travel,Alvarado-Miller,1513,45000,9,2018,2027,low,active,43371,719,employed
POL_868136,CUST_970793,travel,"Shepherd, Cook and Morris",1714,60500,5,2015,2020,low,inactive,97213,684,employed
POL_205651,CUST_680584,life,"Davis, Gonzalez and May",846,176000,9,2015,2024,low,active,77003,682,employed
POL_953048,CUST_221608,home,"Johnson, Walker and Christian",1368,165000,4,2023,2027,high,active,52921,606,retired
POL_641279,CUST_221608,travel,James PLC,2359,55000,3,2016,2019,high,active,52921,606,retired
POL_805978,CUST_810333,travel,Berry-Grant,738,45000,5,2022,2027,high,active,69332,752,employed
POL_815926,CUST_756445,life,Garcia-Reyes,2030,174240,4,2022,2026,high,inactive,57730,695,retired
POL_421816,CUST_756445,travel,Wu and Sons,479,55000,4,2021,2025,medium,active,57730,695,retired
POL_622940,CUST_350796,health,Perry-Chandler,2039,71280,4,2019,2023,medium,active,17787,689,student
POL_157386,CUST_350796,auto,Reynolds-Walter,2478,9450,6,2015,2021,medium,inactive,17787,689,student
POL_483116,CUST_906536,health,"Leach, King and Hamilton",2786,79200,1,2020,2021,low,inactive,49862,717,employed
POL_882655,CUST_516182,auto,"Jones, Garcia and Taylor",953,10500,5,2024,2029,high,inactive,44845,654,retired
POL_899346,CUST_516182,travel,"Salazar, Lynn and Maldonado",2450,50000,9,2018,2027,high,inactive,44845,654,retired
POL_436707,CUST_150914,health,"Yoder, Thompson and Sanchez",1237,65340,5,2024,2029,high,active,100452,674,employed
POL_581509,CUST_590859,travel,Benson LLC,2537,49500,9,2022,2031,low,active,93244,768,employed
POL_750399,CUST_219881,travel,Torres-Martin,1076,50000,6,2016,2022,high,active,54380,706,retired
POL_989708,CUST_352204,home,Norton and Sons,1813,135000,8,2020,2028,low,active,48073,613,retired
POL_868348,CUST_903968,health,Smith LLC,666,45000,10,2024,2034,high,active,97537,755,employed
POL_544260,CUST_903968,auto,Hall Inc,2093,10500,5,2016,2021,medium,active,97537,755,employed
POL_524477,CUST_637784,auto,"Burnett, Johnson and Williams",722,11550,9,2017,2026,medium,active,85246,659,employed
POL_532065,CUST_637784,travel,Ruiz PLC,2352,55000,7,2016,2023,low,inactive,85246,659,employed
POL_830364,CUST_505495,home,"Nixon, Jones and Phillips",1475,121500,4,2024,2028,low,active,31682,812,retired
POL_390267,CUST_916681,life,"Sullivan, Hudson and White",1427,176000,4,2015,2019,low,active,83626,764,employed
POL_500569,CUST_916681,travel,Johnson Ltd,1415,50000,3,2015,2018,low,active,83626,764,employed
POL_657858,CUST_197219,home,"Moon, Webb and Rivers",2067,165000,10,2024,2034,low,inactive,78019,673,employed
POL_964473,CUST_197219,travel,Curry-Gutierrez,1591,55000,8,2022,2030,medium,active,78019,673,employed
POL_860067,CUST_924289,life,Smith-Carter,1934,142560,1,2021,2022,low,active,44668,776,retired
POL_948602,CUST_924289,home,"Collins, Wagner and Chen",790,135000,2,2024,2026,medium,active,44668,776,retired
POL_377407,CUST_890224,health,Lam Inc,947,96800,6,2024,2030,medium,active,73900,704,employed
POL_654931,CUST_472663,auto,Nelson-Mendoza,1134,10395,3,2024,2027,low,inactive,102109,751,employed
POL_819991,CUST_472663,travel,"Richardson, Waller and Holt",1065,49500,3,2018,2021,high,active,102109,751,employed
POL_367630,CUST_535060,home,"Gonzalez, Johnson and Scott",2181,150000,9,2017,2026,medium,active,51081,729,employed
POL_680016,CUST_270190,health,Chapman-Martinez,1621,83160,5,2016,2021,low,active,40056,649,retired
POL_702483,CUST_270190,home,Atkins and Sons,1006,135000,7,2019,2026,medium,active,40056,649,retired
POL_214388,CUST_351037,auto,"Scott, Padilla and Brown",1240,9450,9,2015,2024,medium,active,23026,661,retired
POL_148775,CUST_351037,home,Miller-Harding,1764,135000,7,2018,2025,high,active,23026,661,retired
POL_725557,CUST_594793,life,Rose-Clay,1808,166320,9,2018,2027,low,active,38901,761,retired
POL_478204,CUST_864160,health,Wilkins Inc,1340,104544,5,2022,2027,low,active,33639,679,retired
POL_897050,CUST_864160,home,Anderson Group,574,148500,1,2019,2020,low,active,33639,679,retired
POL_164337,CUST_520823,health,"Jones, Martin and Patterson",1367,92400,4,2023,2027,low,active,54192,675,retired
POL_947204,CUST_686749,life,Hall-Hoffman,2174,145200,10,2015,2025,high,active,115571,642,employed
POL_969112,CUST_686749,travel,Lara-Moody,1634,55000,3,2021,2024,medium,active,115571,642,employed
POL_830917,CUST_713999,travel,Gonzalez Ltd,1497,55000,5,2019,2024,medium,active,84647,725,employed
POL_750899,CUST_240086,health,Werner-Sims,1435,88000,4,2020,2024,low,active,53631,823,self-employed
POL_186153,CUST_240086,home,Dean LLC,533,150000,10,2024,2034,high,active,53631,823,self-employed
POL_423983,CUST_868789,travel,Campbell Ltd,1593,49500,4,2020,2024,high,inactive,117821,635,employed
POL_914172,CUST_857634,life,"Miller, Freeman and Castillo",1767,171072,9,2019,2028,medium,active,22397,701,retired
POL_599186,CUST_857634,travel,Sellers-Simpson,2755,40500,8,2015,2023,low,active,22397,701,retired
POL_177393,CUST_194174,life,Clark-Mccullough,2881,118800,6,2024,2030,high,active,33884,784,self-employed
POL_205552,CUST_194174,home,"Elliott, King and Wheeler",1338,135000,9,2015,2024,medium,active,33884,784,self-employed
POL_884253,CUST_516496,life,"Durham, Booker and Jenkins",776,169400,5,2019,2024,high,active,61236,695,self-employed
POL_281783,CUST_516496,travel,Flores Ltd,580,55000,1,2019,2020,medium,active,61236,695,self-employed
POL_717588,CUST_141127,home,Doyle and Sons,2292,150000,3,2022,2025,medium,active,85260,727,employed
POL_117269,CUST_702675,life,"Allen, Hopkins and Hart",654,100000,1,2018,2019,low,active,59462,636,employed
POL_285070,CUST_702675,travel,Crawford-Burke,2015,50000,8,2018,2026,medium,active,59462,636,employed
POL_448230,CUST_831016,life,Reeves Inc,2586,81000,5,2024,2029,medium,active,93502,725,employed
POL_906785,CUST_831016,travel,Smith-Berry,1730,45000,4,2020,2024,low,active,93502,725,employed
POL_927574,CUST_786796,health,Mcbride Inc,2221,64152,8,2018,2026,high,active,31581,688,retired
POL_872877,CUST_786796,travel,"Rivas, Torres and Russell",764,40500,2,2020,2022,high,active,31581,688,retired
POL_475907,CUST_484968,travel,"Harrison, Gill and Montgomery",1692,45000,7,2018,2025,high,inactive,21472,759,student
POL_431783,CUST_117367,health,Kennedy-Campos,2254,95040,7,2016,2023,low,active,20828,771,retired
POL_178147,CUST_117367,home,Dominguez-Wood,1682,135000,6,2024,2030,medium,active,20828,771,retired
POL_138785,CUST_759804,life,"Buchanan, Hampton and Thompson",1461,176000,1,2024,2025,low,active,77704,850,self-employed
POL_562062,CUST_759804,travel,Miller-Greene,720,50000,5,2023,2028,high,active,77704,850,self-employed
POL_389475,CUST_809821,life,Galloway Ltd,2826,158400,1,2018,2019,medium,inactive,74481,734,employed
POL_674867,CUST_555503,health,"Mason, Morgan and Davis",3049,78408,8,2022,2030,medium,active,35599,719,retired
POL_600782,CUST_555503,travel,"Fisher, Merritt and Sosa",2244,49500,3,2018,2021,medium,active,35599,719,retired
POL_440204,CUST_866208,life,"Stanley, Knight and Flores",3018,118800,6,2018,2024,medium,active,79015,711,employed
POL_679378,CUST_866208,travel,Bell PLC,1843,49500,9,2015,2024,high,active,79015,711,employed
POL_616267,CUST_725549,life,Kirby PLC,1162,118800,2,2020,2022,medium,active,41068,678,self-employed
POL_559542,CUST_725549,auto,Savage and Sons,630,9450,6,2017,2023,high,active,41068,678,self-employed
POL_434430,CUST_116462,health,"Spencer, Jones and Tran",1686,84700,5,2018,2023,medium,active,50996,720,self-employed
POL_868996,CUST_116462,home,"Marquez, Taylor and Olson",2185,165000,7,2016,2023,low,active,50996,720,self-employed
POL_623064,CUST_573974,life,Hodges PLC,4155,149688,4,2017,2021,high,active,30993,682,retired
POL_294902,CUST_418983,health,Miller LLC,2544,84700,4,2018,2022,medium,active,52587,710,employed
POL_717862,CUST_534984,health,Perez-Henry,2367,95040,8,2023,2031,medium,active,50738,779,retired
POL_570506,CUST_534984,travel,Decker-Fisher,2178,45000,5,2022,2027,high,active,50738,779,retired
POL_284056,CUST_665771,home,Young-Johnson,2597,148500,7,2015,2022,medium,inactive,38714,639,retired
POL_210090,CUST_937652,travel,Everett-Wade,1913,66550,10,2022,2032,medium,inactive,105689,768,employed
POL_109969,CUST_160563,travel,Bennett Inc,696,55000,3,2017,2020,high,active,47920,779,self-employed
POL_204452,CUST_404860,life,"Kaiser, Macdonald and Smith",1281,132000,2,2017,2019,low,active,55485,572,self-employed
POL_230571,CUST_295310,home,Mcpherson Inc,1956,148500,9,2019,2028,low,active,30628,663,student
POL_798320,CUST_417401,travel,Stephens-Dunn,1452,45000,5,2024,2029,medium,active,40513,777,retired
POL_542129,CUST_928184,health,Lamb PLC,962,72600,1,2018,2019,high,active,76835,698,self-employed
POL_189281,CUST_908164,travel,Hines Ltd,1260,50000,1,2019,2020,low,active,86108,640,self-employed
POL_761686,CUST_606490,travel,"Evans, Walker and Green",1386,60500,2,2023,2025,medium,active,52022,669,self-employed
POL_716167,CUST_719699,travel,Lopez LLC,2091,55000,3,2023,2026,low,active,61356,750,employed
POL_189755,CUST_620121,home,Larsen-Cohen,1164,135000,1,2019,2020,medium,active,43135,732,retired
POL_842145,CUST_970493,health,Osborne Inc,2791,79200,2,2018,2020,medium,active,90942,685,employed
POL_350469,CUST_474527,travel,Jones-Long,888,54450,4,2016,2020,low,active,112662,677,employed
POL_269454,CUST_524213,health,Johnston-Jefferson,1887,59400,4,2022,2026,low,active,68988,676,employed
POL_444836,CUST_719312,auto,Fernandez-Nguyen,1144,10395,8,2015,2023,high,active,105478,796,employed
POL_932042,CUST_719312,travel,Phillips LLC,1081,54450,2,2018,2020,low,active,105478,796,employed
POL_702439,CUST_419867,health,Clark-Atkins,980,66000,2,2020,2022,low,active,52313,680,self-employed
POL_800050,CUST_419867,travel,Pierce-Barnes,1523,55000,2,2018,2020,medium,active,52313,680,self-employed
POL_484490,CUST_998294,health,Thomas PLC,1131,79200,1,2017,2018,medium,active,89487,773,self-employed
POL_708683,CUST_998294,home,Moore-Petersen,1793,135000,10,2016,2026,medium,inactive,89487,773,self-employed
POL_545269,CUST_906069,life,Alexander and Sons,2520,154000,7,2023,2030,low,active,74059,791,self-employed
POL_308968,CUST_906069,home,Brewer-Gomez,713,150000,7,2017,2024,low,active,74059,791,self-employed
POL_830541,CUST_614925,health,"Owens, Jones and Leon",2397,66000,8,2021,2029,high,active,82947,759,self-employed
POL_672648,CUST_135490,life,"Johnson, Moreno and Moore",877,90000,3,2020,2023,high,inactive,67037,674,employed
POL_132917,CUST_135490,auto,Valenzuela-Ross,2509,9450,8,2023,2031,high,active,67037,674,employed
POL_304997,CUST_338720,health,Martinez-Smith,2984,79200,1,2020,2021,high,active,99325,724,employed
POL_915196,CUST_229582,life,"Nelson, Johnston and Wolfe",2741,174240,1,2019,2020,low,active,47112,698,retired
POL_415986,CUST_939236,travel,Mcgrath PLC,1019,50000,4,2018,2022,high,active,54287,645,employed
POL_725779,CUST_693336,life,Perez Ltd,2069,182952,5,2024,2029,high,active,39905,719,retired
POL_529429,CUST_463674,life,Riley Inc,1262,158400,7,2016,2023,high,active,57149,629,retired
POL_792478,CUST_463674,auto,"Welch, Massey and Trevino",1187,10500,9,2018,2027,low,active,57149,629,retired
POL_800724,CUST_684160,life,"Humphrey, Watts and White",507,186340,1,2022,2023,low,active,104748,771,employed
POL_423690,CUST_684160,auto,"Gutierrez, Flores and Bailey",451,12705,7,2022,2029,high,active,104748,771,employed
POL_872032,CUST_843011,home,"Nelson, Evans and Lamb",984,150000,5,2024,2029,high,inactive,45099,672,self-employed
POL_695778,CUST_843011,travel,Velazquez-Gonzalez,1873,50000,3,2023,2026,medium,active,45099,672,self-employed
POL_818347,CUST_489459,home,Wilson PLC,2835,121500,10,2016,2026,low,inactive,35179,712,self-employed
POL_231064,CUST_400056,health,Hunt LLC,723,50000,10,2023,2033,high,active,85141,716,self-employed
POL_149288,CUST_390064,auto,Lawrence-Moran,660,11550,10,2020,2030,low,active,47774,684,self-employed
POL_128202,CUST_473235,home,"Yang, Velazquez and Davis",2187,150000,4,2023,2027,high,inactive,43296,735,employed
POL_443792,CUST_473235,travel,Rangel LLC,722,50000,9,2024,2033,high,active,43296,735,employed
POL_859906,CUST_402478,life,Cummings and Sons,2970,211200,5,2019,2024,high,active,53537,671,retired
POL_972998,CUST_402478,home,"Reed, Thompson and King",937,150000,6,2022,2028,high,active,53537,671,retired
POL_689893,CUST_867385,health,"Tran, Adams and Grant",1049,55000,9,2019,2028,medium,active,118916,752,employed
POL_678965,CUST_851879,health,Mcconnell Inc,2963,84700,2,2018,2020,low,active,46766,619,self-employed
POL_885033,CUST_547387,life,Wilson-Smith,1984,158400,6,2017,2023,low,active,55308,707,retired
POL_729820,CUST_547387,travel,"Hunt, Lutz and Smith",2487,55000,1,2022,2023,high,active,55308,707,retired
POL_262287,CUST_199091,health,Keith-Wagner,2884,79200,3,2022,2025,high,active,43602,816,retired
POL_816947,CUST_199091,home,Butler-Maynard,844,150000,2,2024,2026,medium,active,43602,816,retired
POL_178626,CUST_752911,auto,"Kirk, Pierce and Bentley",619,9450,6,2021,2027,low,active,46542,659,self-employed
POL_326973,CUST_752911,travel,Pugh-Mitchell,2138,45000,5,2015,2020,medium,active,46542,659,self-employed
POL_903226,CUST_175395,home,Myers Inc,2401,150000,1,2022,2023,low,active,91626,730,employed
POL_381229,CUST_175395,travel,Dunn-Waters,977,50000,1,2024,2025,low,inactive,91626,730,employed
POL_678771,CUST_996496,home,Yoder-Cain,1323,150000,7,2020,2027,medium,active,44421,710,self-employed
